Review,Label
การบริการที่ดีห้องพักสะดวกสบายและดีลอฟบาร์บนชั้นดาดฟ้า,Positive
Super hotel บริการที่ดีเยี่ยมแน่นอนจะมาอีกครั้ง,Positive
ทุกอย่างดีมากและการบริการที่ดี,Positive
"Hotel is convenient, near to night market and all amenities, 7-11 is just downstairs and hotel provide tuk tuk service to MRT ",Positive
โรงแรมดีมากๆ เดินทางสะดวกใกล้รถไฟฟ้าห้าแยกลาดพร้าว หาของกิน ช็อปปิ้งก็สะดวกตรงข้ามยูเนี่ยนมอลเลยครับ คุ้มค่ากับราคา อาหารเช้าที่โรงแรมนี้อร่อยมาก มีหลากหลาย,Positive
ประทับใจพนักงานเช็คอินมาก หน้าตายิ้มแย้มต้อนรับดี พูดไพเราะ มีการติดต่อมาแจ้งเรื่องพยายามหาห้องที่ใกล้กันมากที่สุดให้เพราะจองมา 3 ห้อง,Positive
ดีมาก เดินทางสะดวกสบาย ใกล้ mrt,Positive
บริการดีค่า พนักงานพูดเพราะ ห้องสะอาด,Positive
พักที่นี่ประจำ พนักงานฟร้อนท์ ดีบ้างไม่ดีบ้าง ที่พักสะดวก เดินทาง,Positive
ห้องดีมากค่ะ พักหลายรอบมากเป็นที่แรกที่จะเลือกใกล้แหล่งช้อปปิ้งเดินทางสะดวกมาก เดินมายังได้ 😆,Positive
โรงแรมสะอาด บริการสะดวกสบาย พนักงานบริการด้วยความเป็นมิตรใส่ใจ,Positive
เป็นโรงแรมที่ดี เดินทางสะดวก ห้องพักสะอาดแต่ไม่ค่อยเก็บเสียง ถ้าอยู่บริเวณหน้าลิฟหรือทางเดินที่คนผ่านบ่อยจะเสียงดัง อาหารเช้าดี ใกล้ห้าง มี7-11 ด้านล่างโรงแรมและร้านกาแฟ ส่วนกลางดี มีทั้งฟิตเนสและสระว่ายน้ำ,Neutral
ดีมากครับ มีโอกาสต้องกลับมาใช้บริการอีกแน่นอน,Positive
ชอบมากเรยค่ะ สะอาด พนักงานก็น่ารักค่ะ มารอบหน้า มาใช้บริการอีกแน่นอนค่ะ,Positive
ที่พักดีมากเหมาะสมกับราคา เดินทางสะดวกมีรถไฟฟ้าทั้ง MRT และ BTS โรงแรมมีบริการอาหารเช้า ที่หลากหลาย ห้องพักตกแต่งสวยงาม อุปกรณ์ในห้องครบครัน จะไปพักอีกครัั้งแน่นอน,Positive
สถานที่ตั้งดีมาก สะดวก ใกล้รถไฟฟ้าใต้ดินและแหล่งช้อปปิ้ง ห้องพักสะอาด อาหารเช้าดี สมราคาค่ะ,Positive
ทำเลดี พนักงานต้อนรับดี ห้องสะอาด ราคาเบาๆ,Positive
ทำเลสุดยอด สะดวกสบาย ห้องพักสะอาด ที่นอนดีมาก,Positive
ชอบ มาพักบ่อย เดินทางสะดวกมาก พนง.บริการดี,Positive
ห้องพักสะอาด พนักงานบริการด้วยความเป็นมิตร อาหารเช้าหลากหลายรสชาติถูกปาก เครื่องดื่มต้อนรับสุดยอด สระว่ายน้ำสะอาด,Positive
รร สวย สะอาด บริการดี เดินทางสะดวก ใกล้ mrt มากๆ ใกล้ห้าง พักบ่อยมากและจะมาใช้บริการอีก,Positive
อาหารเช้าดีมาก พนักงานบริการดี,Positive
สะดวก สะอาด ห้องดี คุ้มราคา เหมือนอยู่คอนโด มีสระว่ายน้ำ,Positive
ห้องสะอาด วิวสระว่ายน้ำดีมาก โปรดีอีก 1 แถมใกล้แหล่งของกินด้วย สะดวกสุดๆ,Positive
ยอดเยี่ยมมากครับ หรูหรา คุ้มค่าราคามากๆครับ 10/10 ครับผม,Positive
เดินทางสะดวก บริการดี ราคาดีครับ,Positive
สะอาด เป็นส่วนตัว สิ่งอำนวยความสะดวกมีครบ,Positive
ที่พักตรงปก สะอาด บรรยากาศชั้นสระว่ายคือดี มีเซเว่นใต้โรงแรม เดินทางสะดวกมาก ใกล้ Mrt สุดๆ,Positive
ห้องพักสะอาด บรรยากาศดี แอร์เย็นมาก สะดวกในการเดินทาง ติดถนนใหญ่,Positive
ห้องพักสะอาด ความปลอดภัยดีเยี่ยม,Positive
ห้องพักสะอาด พนักงานให้บริการดีมาก,Positive
ห้องพักสะอาด จัดได้สวยงาม สระว่ายน้ำวิวดี บริการอาหารเช้ายอดเยี่ยม,Positive
Location สะดวก ราคาดี ยกเว้นความสะอาดยังไม่เรียบร้อยเท่าที่ควร,Positive
ห้องดี เตียงกว่า ใกล้ยูเนี่ยนมาก,Positive
ห้อง ไม่ตรงตามต้องการ เลือกแบบมีระเบียงไป ครับ แต่ไม่ได้ห้องแบบมีระเบียง,Negative
โรงแรมสวยบริการดีมากค่ะ พนักงานน่ารัก ยิ้มแย้มตลอด ห้องสวย สะอาด อยู่ใกล้แหล่งช๊อปปิ้ง สะดวกสะบาย ดีเยี่ยมทุกอย่าง เริศค่ะ😊❤,Positive
ห้องสะอาด พนักงานบริการดีมากๆค่ะ,Positive
ดีมาก ๆ สะดวกสบาย คราวหน้ากลับมาพักอีก เตียงนุ่ม,Positive
ได้ห้องวิวสระตามที่ request พนักงานบริการและอัศยาศัยดี,Positive
สะดวกสุดๆชอบโลเคชั่นที่นี้มากๆ+ราคาก็โดน,Positive
ชอบมากครับมาพักหลายครั้งแล้ว ใกล้กับห้างและสะดวกในการเดินทาง ราคาจับต้องได้ ห้องกว้าง,Positive
เป็นที่พักที่ยอดเยี่ยมมากๆในทุกๆด้าน ห้องใหม่ สะอาด ทำเลดีเยี่ยม จนท.ทุกส่วนบริการดีสุดๆ มีสิ่งอำนวยความสะดวกมากมาย ใกล้ห้างสรรพสินค้า ติดรถไฟฟ้าใต้ดิน เดินทางสะดวกง่ายดาย ชอบและประทับใจที่สุด และจะพักโรงแรมนี้ตลอดไปหากยังคงรักษามาตรฐานได้ดีเช่นนี้ค่ะ,Positive
ดีมากๆค่ะ ใกล้ห้าง ใกล้ mrt bts ไปไหนมาไหนสะดวกค่ะ,Positive
เดินทางสะดวกใกล้ MRT พหลโยธิน มีร้านสะดวกซื้ออยู่ในตัวอาคารของโรงแรม,Positive
สถานที่คุ้มค่ากับราคามากๆ ค่ะ,Positive
ห้องกว้างปลอยภัยดี ที่เด่นสุดคืออยู่ใกล้รถไฟฟ้ามาก บีทีเอสมีทางเชื่อมแล้วด้วย เวลาหิวก็มีเซเว่นในตัวอาคาร ลงMRT ข้ามฝั่งไปยูเนี่ยนกับเซนทรัลลาดพร้าวรึจะต่อไปแถวเกษตรก็ได้ มีwelcome drinkด้วย ฟิตเนสก็ครบครันดี อุปกรณ์คุณภาพสูงกว่าทั่วไป แต่หักคะแนนเรื่องคีย์การ์ด มัดจำ500 เยอะไปหน่อยถือเป็นค่าตกใจ,Positive
สะดวกสบายใกล้รถไฟฟ้า ใกล้ห้างสรรพสินค้าต่างๆ,Positive
ห้องพักดี สะอาด อาหารอร่อย มาพักเป็นประจำทุกเดือน,Positive
มีเสียงเคาะอะไรก็ไม่รู้ดังมาจากผนังห้องข้างๆ โทรไปถามที่ฟร้อน ฟร้อนบอกไม่มีคนพักนะ งงจะไม่มีคนพักได้ไง เสียงเคาะดังทั้งคืน ยิ่งช่วงดึกๆเคาะดังนึกว่าคนเมาทะเลาะกัน,Positive
ไฟตก น้ำไหลเอื่อยมาก ลงไปแจ้งปัญหาบอกเป็นทั้งตึก,Positive
พัก2วัน ทำคีย์การ์ดให้วันเดียว ต้องลงมาแจ้งใหม่เข้าห้องไม่ได้ ขอวิวสระ ก็ได้ห้องสุดท้ายแบบไม่เห็นวิวเลย มื้อเช้า รร. ก็แย่ลงทุกวัน อาหารมีให้เลือกน้อย,Positive
ห้องพักสะอาดได้มาตรฐาน เสียแต่วิวไม่ดีเท่าไร,Neutral
โรงแรมดีมาก ดีเหมือนพนักงานเลย เตียงนุ่มสุด แนะนำให้มาพักเลย อย่างชอบ ไว้วันหลังจะไปอีก🥰,Positive
ห้องพักสะอาด การเดินทางสะดวกมากๆ ประทับใจคะ,Positive
ที่พัก ดีมาก สะอาด สวยงาม สิ่งอำนวยความสะดวกครบ เดินทางสะดวก ใกล้ห้างสรรพสินค้า พนักงานน่ารัก,Positive
ดีค่ะ สะอาด เดินทางสะดวกมีMRT อยุ่หน้ารร.,Positive
บริการดีมาก พนักงานยิ้มแย้ม ห้องสะอาด ติดรถไฟฟ้า ติดห้าง,Positive
ที่จอดรถหายากทุกครั้งที่ไป จนจำแล้วว่าไปพักที่นี่จะต้องขุ่นใจเรื่องที่จอดทุกครั้ง,Positive
เดินทางสะดวก ที่พักสบาย ใกล้เซนทรัลฯ หาของกินง่าย,Positive
ดีมาก ติดอย่างเดียวผนังบางไปนิด,Neutral
พื้นที่ล็อบบี้แคบที่นั่งไม่พอ พอเวลารอก็นานแล้วพนักงานก็พูดไม่ค่อยโอเค ผ้าห่มมีกลิ่นเหม็น ชอบตรงแอร์เย็นสะใจ,Negative
ไม่ได้เรื่องค่ะ รีเซฟชั่นหน้าตาไม่รับแขกมาก รีเควสเตียงเดี่ยว ก็เอาเตียงคู่มาให้ พอโทรสอบถามตอบมาห้วนๆว่าเต็ม จะไม่กลับมาใช้บริการอีก,Negative
เดินทางสะดวก ใกล้ mrt อาหารอร่อย บริการประทับใจมากค่ะ,Positive
ดีมาก ถ้าเข้า กรุงเทพฯ อีก ก็จะเลือกที่นี่,Positive
วิวดี เดินทางสะดวก ใก้ mrt มากๆ มีเซเว่นข้างล่าง เวลาหิวกลางคืน ด้วย 55555 เดินข้ามสะพานก้เจอแหล่งช็อป ใกล้ยูเนี่ยนและเซนทรัลลาดพร้าว,Positive
พนักงานต้อนรับหน้าโรงแรมที่ดูแลกระเป๋าดูแลดีมากกกก พนักงานหน้าฟร้อนท์ควรจะอาย ไม่บอกอะไรนอกจากเบอร์ห้อง ลิฟท์ทางไหน พนักงานที่ส่งกระเป๋าต้องมาคอยบอกว่าห้องยิมอยู่ตรงไหนไปยังไง กินเช้าที่ไหน ห้องพักสะอาดสะอ้านดีมาก เตารีดมีบริการถ้าขอใช้ สถานที่ตั้งคือเป็นเลิศ อยู่ใกล้กับ MRT ตรงข้ามกับยูเนี่ยนมอลล์ กลับไปพักอีกแน่นอน,Positive
ได้ห้องตรงตามที่แจ้งขอไว้ทุกครั้งค่ะ,Positive
ที่พักดี ห้องสวย สะดวกสบาย เดินทางง่าย มี MRT ฝั่งตรงข้ามเป็นยูเนี่ยนมอลล์ และเซ็นทรัลลาดพร้าว คุ้มค่ามากๆค่ะ,Positive
ทำเลดีมากครับ สะดวกมากในการเดินทาง,Positive
มาพักหลายครั้งและประทับใจทุกครั้งเลยค่ะ เดินทางสะดวกใกล้mrt เดินหาของกินง่าย พนง.บริการพูดดีทุกครั้งเลยค่ะ ห้องสวยสะอาดและดูใหม่จริงๆ,Positive
อยู่ติดmrt ตรงข้ามยูเนียนมอลล์ เดินทางสะดวก ปลอดภัย ห้องพักสะอาด พนักงานมีความสุภาพ ยิ้มแย้มแจ่มใส,Positive
ที่จอดรถมีน้อยมาก และให้จอดห้องพักละ 1 คัน มาสองคัน ต้องเสียค่าจอดรถรายชั่วโมง,Negative
โรงแรมบริการดีมากๆค่ะ ที่พักสะอาด,Positive
มาพักครั้งที่สองแล้วพนง.ต้อนรับดีมากๆ ให้ความช่วยเหลือได้ดี ห้องดีเหมือนเดิมแต่ติดตรงที่ในห้องน้ำมีเศษขยะนิดนึงแล้วก็ปลอกหมอนมีรอยเปื้อนนิดๆ เดินทางสะดวกเดินไปกินข้าวซื้อของได้สบายมากๆ,Positive
ไปพักหลายรอบแล้ว ห้องสบายสะอาด และเดินทางสะดวกมากๆ,Positive
ประทับใจมาก แต่วันเช็คอินค่อยข้างช้า อาจเพราะคนเยอะด้วย มี welcomedrink บัตรส่วนลดค่าอาหาร ห้องพักสะอาด หอมมาก อุปกรณ์ภายในห้องครบ ถ้ามีโอกาศจะมาเข้าพักที่นี้อีกเรื่อยๆ ใกล้ mrt มากที่สุดของที่สุด ลืมชม พนักงานที่นี้น่ารักนะคะ,Positive
ที่จอดรถน้อยมาก จอดรถยากมากถึงยากที่สุด,Negative
ระวังเขาจะว่าคุณทำผ้าเปื้อนแล้วซักไม่ออก คิดผืนละ 200 ผมเช็ดหน้ามีรองพื้นติดประมาณ จุดสองจุด แล้วฟร้อนยังบอกอีกว่าถ้าซักออกก็คิดผืนละ 100 อยู่ดี ผมเลยบอกว่างั้นผมเอาไปซักเอง ถ้าออกผมเอาเรื่อง ถึงยอมคืนมัดจำ แย่มาก ผมพักที่นี้หลายครั้งเพราะเดินทางสะดวก คงต้องหาที่อื่นแล้วละ,Negative
ห้องพักสะอาดมาก มีสิ่งอำนวยความสะดวกครบครัน เตียงใหญ่มากๆ ห้องน้ำสะอาด มีโต๊ะให้นั่งทำงานด้วย บรรยากาศโดยรวมดีมาก พนักงานต้อนรับบริการดี,Positive
ห้องพักสะอาด บรรยากาศดี พนักงานต้อนรับบริการดีมาก,Positive
เช็กอิน จองเตียงคิงไซด์ หน้างานบอกเต็ม มื้อเช้าเปิดถึง 10.30 ลงไป 9.30 ไม่เติมอาหาร และของกินไม่หลากหลาย,Negative
ทุกอย่างดีหมด มาเสียตรงเป็นที่พักแท้ๆแต่หมอนไม่ไหวเลย แบนยิ่งกว่าอะไรดีนอนไม่สบายเอามากๆ,Neutral
ดีงามมากหรูหราเกินราคา ชอบการบริการดี ห้องพักมีครบ มีได มีร่ม มีทุกอย่าง,Positive
ได้ยินเสียงทีวีห้องข้างๆชัดมาก ทำให้รบกวนการนอน นอกนั้นดีหมดค่ะ,Neutral
เดินทางสะดวก ใกล้ mrt โรงแรมสะอาด พนักงานบริการดี อยากให้มีเมนูอาหารเช้าที่หลากหลายกว่านี้ โดยรวมผ่านครับ,Positive
ดีมาก ห้องเป็นสัดส่วน อุปกรณ์ สิ่งอำนวยความสะดวกครบครัน สะอาด เดินทางสะดวก ใกล้ย่านการค้า,Positive
โรงแรมดีมากสะอาดต้อนรับดีมากค่ะ,Positive
ห้องไม่เก็บเสียง ได้ยินเสียงข้างห้องพูดคุยกันพอฟังเข้าใจ ควรปรับปรุงในจุดนี้ เรื่องความเก็บเสียงของห้องพัก,Negative
ห้องสะอาดดีครับ บริการก็ประทับใจ ห้องสวย ใหม่เอี๊ยม วิวดี มีโอกาสจะไปใช้บริการอีกครับ,Positive
ห้องพักสะอาด มีสิ่งอำนวยความสะดวกครบครัน การเดินทางด้วยระบบขนส่งสาธารณะสะดวกมาก,Positive
สิ่งอำนวยความสะดวกครบครัน ห้องสะอาด พนง.ต้อนรับพูดจาดีทั้งกะเช้าและเย็น เดินทางง่าย สะดวก ไม่ต้องเข้าซอยลึก,Positive
น้ำไหลแรง ห้องสวย พนักงานต้อนรับดี เงียบ สงบ เหมาะแก่การพักผ่อน,Positive
"ได้ห้องตรงตามที่ระบุขอไว้""วิวสระว่ายน้ำ"" ห้องสะอาดเรียบร้อย ครั้งนี้ได้ห้องหน้าลิฟต์ เสียงไม่ดังมาก ดีค่ะ",Positive
พัก10ครั้ง check in และ Check out ช้า10ครั้ง พนักงานในcounter 4-5คน ก็ยังช้า,Negative
ห้องสะอาด หรู ดูดี พักสบาย วิวสวย เซเว่นพร้อมมากกก แนะนำเลย พักสบาย ทำงานก็ได้,Positive
เดินทางสะดวก ห้องพักสะอาด พนักงานบริการดีมาก,Positive
มาพักครั้งที่ 2 แล้วถูกใจเหมือนเดิม พนักงานบริการดีทุกคน โดยเฉพาะน้องอุ้มกับน้องฉัตรพูดดีบริการดีมาก รอบหน้าต้องมาอีกแน่ๆ,Positive
ห้องพักดีมากเหมาะสมราคาที่สุด ไม่มีเสียงดังรบกวนหลับสบายมากๆ,Positive
ได้ห้องตามที่ต้องการ ได้เตียงตรงตามที่ขอ,Positive
"ได้ห้องตามที่ขอไว้ในคำขอพิเศษ, check in ตามเวลาเท่านั้น 14.00น.",Positive
ผมมาพักที่นี่หลายครั้ง ข้อดีของที่นี่มากมายเริ่มตั้งแต่จุดที่ตั้งอยู่ในทำเลดีมากใกล้ห้างสรรพสินค้า สะดวกในการเดินทางและอาหารการกินขนาดของโรงแรมไม่เล็กและใหญ่อลังการเกินไป พนักงานปฏิบัติหน้าที่ได้มาตรฐานไม่มีข้อตำหนิ ระบบความปลอดภัยดีมาก ไม่มีการ์ดขึ้นลิฟท์ไม่ได้ ภายในห้องพักดีมากแม้จะไม่ใช่ห้องกว้างใหญ่แต่ไม่เล็กกำลังพอดี ในห้องมีทีวี ตู้เย็น โต๊ะทำงาน มินิบาร์ wifi ห้องน้ำสะอาด น้ำแรง อุปกรณ์ครบครัน ระบบไฟในห้องเพียบ ปลั๊กไฟมีให้หลายจุด เขียนชมมาหลายบรรทัดจนเมือยมือยังจาระนัยไม่ครบ เอาเป็นว่าที่นี่ดีที่สุดสำหรับผม สุดท้ายนี้ขอฝากชมแม่บ้านด้วย ผมยืมเตารีดทุกครั้งที่ไปพักโทรยืมปุ๊บมาปั๊บเลย ที่น่สุดยอดครับ,Positive
บริการดีมาก ห้องเงียบมากไม่มีเสียงรบกวน บรรยากาศดี ใกล้ MRT ทางออก 1 มีโอกาสจะกลับไปอีก,Positive
เช็กอิน เช็คเอ้า ช้าตลอด ทุกครั้ง,Negative
พนักงานบริการดีมาก อยู่ใกล้ mrt พหลโยธิน เดินทางสะดวก,Positive
มาพักหลายครั้งแล้ว ครั้งนี้ไม่ชอบที่สุด ตรงที่เสียงพนักงานแม่บ้านที่ทำความสะอาดห้องคุยกันเสียงดังมากและเป็นเวลานาน ตั้งแต่เริ่ม check in จนถึงเวลาประมาณ 18.00น. เสียงคุยกันจึงเงียบลง (พักชั้น 10),Negative
พักหลายครั้งแล้ว รู้สึกดีที่มาพักทุกครั้ง ครั้งล่าสุด 3 มิ.ย.2563 แต่ไม่ได้ห้องวิวสระว่ายน้ำตามที่ระบุขอพิเศษไว้ ไม่เป็นไร 4 ก.ค.2563 จองใหม่และขอใหม่(อีกครั้ง) มาดูกันว่าจะได้หรือไม่,Negative
คือตอนนีราคาดีงาม อาหารเช้าดีเวอร์,Positive
ดีมากค่ะ ได้ห้องพักวิวหลักล้านแต่ราคาไม่ถึงพันค่ะ 💓 แล้วจะกลับมาพักใหม่ค่ะ ชอบที่สุด แต่เรามาช่วงโควิดเลยไม่ได้ลงสระน้ำ,Positive
ดีค่ะโดยรวมทุกอย่างที่เป็นอยู่,Positive
ไปทำงานแถววิภาวดี ที่พักสะดวก ตรงข้ามห้างยูเนียนมอล มีสถานี MRT อยู่หน้าโรงแรม มีเซเว่นหน้าโรงแรม คือสะดวกทุกอย่าง อยู่10 วัน พนักงานน่ารัก แม่บ้านทำความสะอาดห้องเยฝนี่ยบมาก แต่ที่จอดรถ เดินไกลนิดนึงเพราะอยู่หลังตึก,Positive
โรงแรมสวย มีระดับ ใกล้MRT ยูเนี่ยนมอล์ เซ็นทรัลลาดพร้าว แต่ห้องไม่ค่อยเก็บเสียง ข้างๆห้องเปิด-ปิดประตูได้ยินหมดเลย,Neutral
ห้องสะอาด ทำเลดี การต้อนรับที่เป็นกันเอง,Positive
บริการดี ห้องสะอาดเห็นวิวชัด ที่สำคัญอาหารอร่อยค่ะ,Positive
เดินทางสะดวก อยู่ติดกับ MRT อาหารเช้าดี,Positive
พนักงานทำหน้าตาไม่ค่อยดี ควรแจ้งรายละเอียดของโรงแรมให้เยอะกว่านี้,Negative
พนักงานต้อนรับสุภาพมากคับ แล้วก็ประทับใจมากเมื่อพนักงานรู้ว่าเราเคยมาพักที่นี่แล้ว เหมือนเขาเก็บข้อมูลลูกค้าไว้ด้วย,Positive
ห้องสะอาด บริการดี มีเซอร์วิสตลอด24,Positive
ขอบคุณคุณส้ม ขอบคุณ พนักงาน ที่ดูแลดีมาก ตั้งแต่ให้เช็คอินล่วงหน้า ค่ะ,Positive
ห้องพักดีมาก สถานที่ก็ใกล้ ห้าง ใกล้ MRT เดินทางสะดวก แต่ห้องน้ำมีกลิ่นท่อระบายน้ำอับๆค่ะ,Neutral
ห้องพักดี ทำเลดีมากติดรถไฟฟ้า mrt พหลโยธิน อาหารเช้าเย่อะ แต่ติดตรงทีแขกชาวจีนเสียงดังมาก 10/8,Neutral
ห้องเหมือนในรูป กว้าง สบาย สะอาด ใกล้ยูเนี่ยนมอล มีเซเว่นหน้าตึก,Positive
นอนหลับสบายดีมากค่ะ เทคเเคร์ดีมาก,Positive
ใกล้แหล่งช้อปปิ้ง เดินทางง่าย พนักงานน่ารัก ห้องพักสะดวกสบาย อาหารเช้าอร่อยมีให้เลือกเยอะ สิ่งอำนวยความสะดวกครบครัน มีโอกาสอยากจะไปอีกคะ,Positive
พักเป็นครั้งที่สองแล้วประทับใจทุกครั้ง แต่ครั้งนี้แอบมีข้อเสียนิดหน่อย,Neutral
ห้องกว้าง มีอุปกรณ์ครบครัน ตกแต่งดี อยู่ในทำเลที่ติดรถไฟใต้ดินพหลโยธิน สามารถเดินไปห้างเซนทรัลลาดพร้าว และยูเนี่ยนมอลล์ได้อย่างง่ายดาย มีร้านกาแฟ ร้านชาบู ร้านทำเล็บและเซเว่นอีเลฟเว่นอยู่ด้านล่าง และไม่ไกลจากร้านอาหารตามสั่ง หรือจะสั่งอาหารของทางโรงแรมไปทานบนห้องก็ได้ สะดวกปลอดภัย แต่อยากจะคอมเม้นเรื่องมีเสียงดังรบกวนจากคนเดินและห้องข้างๆมากไปหน่อย ทำให้พักผ่อนได้ไม่สนิท,Neutral
ไปกรุงเทพทุกครั้งนึกถึงโรงแรมนี้เป็นอันดับแรก ประทับใจตั้งแต่ครั้งแรกที่ไป ที่ตั้งสะดวกสบาย ห้องสะอาด สบาย พนักงานบริการดียิ้มแย้ม ขอเสนอแนะนิดหนึ่งขอให้เพิ่มเสื้อคลุมในห้องพักก็จะดีมากค่ะ,Positive
ที่พักประจำ เดินทางสะดวก พนักงานน่ารัก กาแฟร้านข้าง อร่อย มี7-11ติด รร,Positive
ประทับใจมากๆ พนักงานบริการดีมากยิ้มแย้มตลอด โดยเฉพาะน้องAUM เอาใจใส่มาก ทักทุกรอบที่เจอเลย ประทับใจมากเลยค่ะ,Positive
เดินทางสะดวกมากไกล้รถไฟฟ้าใต้ดิน ห้องกว้างเหมือนในรูปสะอาดมากบรรยายกาศดีมากค่ะ มีบริการทำความสะอาดห้องพักให้ถ้าพักหลายวัน อาหารหลากหลายรสชาติอร่อย แต่ติดนิดเดียวพนักงานต้อนรับช่วง05.00-06.00สีหน้าคำพูดไม่ค่อยโอเค พนักงานเก็บกระเป๋าบริการดีมากพูดจาดีมาก แต่โดยรวมโรงแรมดีมากๆค่ะ,Positive
ดีมาก ที่ตั้ง ความสะอาด พนักงาน อาหาร ให้ 10 คะแนนเต็ม,Positive
ห้องสะอาด พนักงานน่ารัก อยู่ใกล้ mrt bts เดินทางสะดวก,Positive
เป็นโรงแรมที่มาพักบ่อยที่สุด สะดวกไปหมดทุกอย่าง อาหารเช้าอร่อย ชั้นล่างมี7-11 คลีนิคทำฟัน ร้านกาแฟ คลีนิคเสริมความงาม ฝั่งตรงข้ามก็ยูเนียลมอล์ แค่นี้ก็สบายมากๆแล้ว,Positive
ใกล้mrtพหลโยธินมากๆ ห้องพักสะอาดดี แต่ผนังห้องค่อนข้างบาง เสียงห้องอื่นลอดเข้ามาบ้างรวมถึงเสียงคนเดิน,Neutral
ทำเลดี เดินทางสะดวก ใกล้ห้าง พนง.บริการดี มาพักเป็นประจำค่ะ,Positive
สะดวกมากๆ เซเว่นก็อยู่ด้านล่างโรงแรมเลย จะเดินไปยูเนี่ยนก็รวดเร็ว mrt ก็ไม่ไกล,Positive
พนักงานต้อนรับดูแลดี คอยช่วยเหลือดีมาก,Positive
ห้องพักสวย ไม่มีเสียงรบกวน สะอาด จัดแต่งสไตล์โมเดิร์น เครื่องใช้อำนวยความสะดวกต่างๆพร้อมใช้งาน+ครบวงจร มีความปลอดภัยดี ที่สำคัญเดินทางสะดวก เพียงไม่กี่ก้าวถึง MRT station แล้ว และอยู่ใกล้ศูนย์การค้า หาร้านอาหารง่าย การบริการดี Check in -Check out รวดเร็ว,Positive
พนักงานน่ารักเหมือนเดิม รอบนี้มาตรงกับมีงานคอนเสิร์ตคนเยอะนิดนึง แต่ก็โอเครในความน่ารักของพนักงาน,Positive
สะดวก ใกล้ยูเนียน mrtพหลโยธินทางออก1,Positive
โรงแรมสะอาด สวยงามดังรูป ล็อบบี้โรงแรมหรูหรามาก ทางเดินภายในโรงแรมไม่ไกลเกินไป ไม่น่ากลัว ดูดี มีลิฟท์หลายตัว พนักการบริการดีมาก น่ารัก อัธยาศัยดี ห้องพักกว้างพอใช้ได้ มีโต๊ะทำงาน ตู้เย็น ทีวีขนาดใหญ่ มีไฟหลายดวงรวมทั้งโคมไฟแล้วแต่การเลือกใช้ แอร์เป็นแอร์ฝังกับผนัง ห้องน้ำไม่ใหญ่มากอุปกรณ์ภายในห้องน้ำดีครบครัน สบู่ น้ำยาสระผมให้มาเป็นขวดฝากดใช้ง่ายสะดวก ห้องอาหารอยู่ชั้น6 มีเวลคัมดริ้งให้ฟรี ถ้าซื้อในราคารวมอาหารเช้าด้วยก็คุ้มค่า มีสระไหว้น้ำ ฟิตเนส โรงแรมอยู่ตรงข้ามกับหน้ายูเนียนมอลเลยเดินทะลุmrtนิดเดียวก็ถึง เอาเป็นว่าสะดวกมากๆค่ะ ถ้าเต็ม10ก็ให้9.5ค่า หักค่าความไม่ถูกของค่าห้อง55 จริงๆเราว่าก็สมราคาแหละ ถ้ามา2คนก็หารกันออกไม่เกิน1000ต่อคืนแน่นนอนค่า (ปล.เราจองผ่านแอพนะคะ),Positive
ห้องสะอาด อุปกรณ์ครบมาก พนักงานบริการดี เดินทางสะดวก มีเซเว่นอยู่ด้านล่างสะดวกมาก สรุปดีมากเว่อค่ะ,Positive
สะอาดดีครับ ห้องใหญ่กว่าที่คิดไว้ ติดกับรถไฟฟ้าใต้ดิน และใกล้กับบีทีเอสห้าแยกลาดพร้าวด้วย เดินทางไปไหนก็สะดวก,Positive
เดินทางสะดวกมากครับ MRT ประตู3 ติดกับโรงแรมเลย,Positive
เดินทางสะดวก พนักงานดูแลดี ⭐,Positive
สะอาด สะดวก สบาย very good service and nice location,Positive
บริการดีมากค่ะ ถ้าได้มา กทม. จะมาพักอีกแน่นอนค่ะ,Positive
ดีมาก เข้าพักกี่ครั้งไม่เคยผิดหวังเลยค่ะ ดีหมดทุกอย่าง ประทับใจมากๆ,Positive
น้ำร้อนเย็นของฝักบัวไม่สม่ำเสมอ ทำให้เกิดการลวกเมื่อคนอื่นปิดน้ำ แต่เรายังเปิดอาบอยู่ โดนไปหลายครั้งทั้งเจ็บและตกใจ,Neutral
เดินทางสะดวก ติดรถไฟใต้ดิน mrt พหลโยธิน ประตู4 เดินออกมาก็เห็นเลย อีกฝั่งเป็นห้างยูเนี่ยนมอล์ ของเยอะเดินสนุก จะเดินไปเซ็นทรัลลาดพร้าวก็ง่ายค่ะ พนง.บริการดี ห้องกว้างใช้ได้ อาหารเช้าดี มีให้เลือกเยอะ จะกลับไปใช้บริการอีกค่ะ,Positive
รร.ใกล้รถไฟฟ้าใต้ดิน mrt สถานีพหลโยธิน ซ.4 เดินทางสะดวกมากค่ะ ตรงข้ามเป็นห้าง ยูเนี่ยนมอล เซ็นทรัลลาดพร้าว อาหารเช้ามีให้เลือกเยอะ พนง.บริการดีค่ะ,Positive
พักสบายมากค่ะ ใกล้รถไฟฟ้าใต้ดิน,Positive
ห้องพักใหม่ สะอาด ราคาไม่แพง แถมยังอยู่ใกล้สถานีรถไฟฟ้าmrt ห้างยูเนียนมอลล์ด้วย,Positive
ห้องสะอาด พนักงานยิ้มแย้ม ต้อนรับดีมาก และที่สำคัญสะดวกต่อการเดินทาง,Positive
