,Review,Label
519,ราคาห้องพักสมเหตุสมผล ทำเลดีมาก อาหารเช้าใช้ได้,Positive
520,ทำเลใกล้รถไฟฟ้าอาหารเช้าน่าเบื่อห้องมืด,Positive
521,โรงแรมนี้โอเค ไม่มีอะไรที่จะคาดหวังได้นอกจากที่สำหรับนอน น่าเบื่อภายในห้องน้ำไม่ค่อยสะอาดมีเพียง อ่างอาบน้ำ ไม่มีบริเวณอาบน้ำแยกต่างหาก โต๊ะอาหารเช้ามีจำนวน จำกัด ที่เต็มไปด้วยนักท่องเที่ยวชาวจีนเสียงไม่ดีพร้อมเสียงดังปังประตูดังและเพื่อนบ้านติดกันทั้งคืน อย่างไรก็ตามทำเลดีเพียง นาทีในการเดินไปบีทีเอสราชเทวี นาทีในการเดินไปยังห้างสรรพสินค้าแพลตตินัมและตลาดประตูน้ำ แต่ระวังการจราจรติดขัดในชั่วโมงเร่งด่วน เช็คอินและเช็คเอาท์รวดเร็ว เพียงฝากเงิน บาทสำหรับบัตรซึ่งสามารถคืนเงินเมื่อเช็คเอาท์ ใกล้กับ b story cafe และ peaor ด้วยเช่นกัน แต่ฉันจะไม่กลับมาที่นี่อีกแน่นอน มีตัวเลือกที่ดีกว่ามากในราคานี้,Negative
522,โรงแรมที่ดีใกล้กับ bts แต่พนักงานต้อนรับไม่เป็นมิตรมาก ก๊อกน้ำในห้องซาวน่าค่อนข้างอ่อน แต่ฉันเห็นโอเค,Positive
523,คีย์การ์ดไม่ทำงานดังนั้นฉันต้องลงไปด้านหน้าเพื่อเปลี่ยนรูปใหม่ แต่ยังใหม่ไม่ได้ผลอีก ห้องพักไม่เป็นไร แต่เตียงและหมอนมีความอึดอัด อาหารเช้าก็โอเค,Negative
524,เราพัก วัน คืนและฉันต้องบอกว่าเราชอบการพักที่นี่ในโรงแรมบางกอกซิตี้ สะดวกมากและหาง่าย มี สิบเอ็ดข้างมัน จะแนะนำสิ่งนี้ให้เพื่อนของฉัน,Positive
525,โรงแรมสะอาด amp ชัดเจนดีมาก,Positive
526,ฉันพักอย่างสบายในโรงแรมบางกอกซิตี้ แม้ว่าจากโรงแรมไปยังสถานีรถไฟฟ้าบีทีเอสราชเทวีอยู่ค่อนข้างไกลสำหรับผู้สูงอายุที่มีความยาวประมาณ ม แต่ทุกอย่างรอบตัวค่อนข้างเงียบ ตั้งอยู่ห่างจากโรงแรม ช่วงตึกมีร้านสะดวกซื้อเซเว่นอีเลฟเว่นสะดวกสบาย บุฟเฟ่ต์อาหารเช้าค่อนข้างเต็มและเครื่องดื่มใช้ได้ ฉันอยู่บนชั้น wifi ไม่มีปัญหาในการเข้าถึง แต่วิวของห้องพักค่อนข้างดี,Positive
527,ทำเลที่ตั้งของโรงแรมค่อนข้างดี รถไฟฟ้าใช้เวลาเดินประมาณ นาที แต่ฉันใช้คว้ามากกว่าดังนั้นมันไม่สำคัญ ถัดจากโรงแรมมีร้านอาหารและร้านกาแฟไทยมากมาย,Positive
528,ห้องพักค่อนข้างกว้างขวางสะอาดใกล้กับโรงแรมมีเซเว่นมีสถานที่รับประทานอาหารฮาลาลยังฝั่งตรงข้ามถนน,Positive
529,บริการที่ดี หมายเหตุ ฝากบัตรเข้าประตู บาท ฟรีน้ำดื่ม ขวดในตู้เย็น ไม่มีแปรงฟันและยาสีฟันฟรี ไม่มีหวีฟรี ไม่มีชาหรือกาแฟฟรีในห้องพักอาหารเช้าฟรีเหมือนกันทุกวัน,Negative
530,ทำเลยุทธศาสตร์ขนาดห้องพักเพียงพอเพียงที่นอนเล็กเกินไปสำหรับขนาดของเตียงคู่และค่อนข้างยาก เมนูอาหารเช้าเหมือนกันทุกวัน แต่โดยรวมก็เพียงพอตามราคาที่จ่าย,Positive
531,ฉันอยู่กับครอบครัว ก่อนหน้านี้ฉันจองที่ชั้นบนสุดของโรงแรมและมันก็เป็นวิวที่ยอดเยี่ยมจริง อาหารเช้าก็ดีมากที่น่าพอใจ ห้องพักสะอาดอย่างไม่น่าเชื่อ ขอบคุณโรงแรมบางกอกซิตี้ทำให้วันหยุดของฉันสมบูรณ์แบบ,Positive
532,โรงแรมแห่งนี้ตั้งอยู่ใกล้กับสถานีรถไฟฟ้าบีทีเอส,Positive
533,แน่นอนในครั้งต่อไปที่เรามีโอกาสเดินทางไปเยี่ยมชมในครั้งที่สอง,Positive
534,โรงแรมโอเค ถ้าคุณเป็นคนจีน โรงแรมนี้สมบูรณ์แบบ สะอาด ถูก อาหารเช้าฟรีแม้คุณจะนำสมาชิกในครอบครัวของคุณมาด้วยพวกเขาจะไม่นับ เพียงแค่เพลิดเพลินกับอาหาร สำหรับตัวฉันเองฉันไม่สามารถเพลิดเพลินกับมื้ออาหารได้ ใกล้รถไฟฟ้า มองหาอาหารฮาลาลที่คุณต้องออกไปข้างนอกฝั่งตรงข้าม,Negative
535,ขั้นตอนการเช็คอินและเช็คเอาท์ทำได้อย่างรวดเร็ว ห้องค่อนข้างกว้างขวางและสะอาด อาหาร ok สถานที่ยังดี ความคิดเห็นเฉพาะของฉันคือพนักงานต้อนรับเพียงเล็กน้อยในระหว่างการปฏิสัมพันธ์กับแขก,Positive
536,ห้องพักสะอาดสบายและสวยมากห้องน้ำพร้อมอุปกรณ์อาบน้ำยกเว้นแปรงสีฟันและยาสีฟันอาหารเช้าค่อนข้างหลากหลายและตามพนักงานของโรงแรมไก่และบะหมี่มีฮาลาล แต่เราตัดสินใจไม่กินเราใช้เวลามากชาและผลไม้สำหรับ อาหารเช้าหน้าโรงแรมมีรถแท็กซี่และตุ๊กตุ๊กเสมอโรงแรมอยู่ใกล้ป้ายรถประจำทางและไม่ไกลจาก rtsathuwi bts สำหรับผู้เข้าชมโรงแรมมุสลิมใกล้กับโรงแรมมีร้านอาหารฮาลาลหลายแห่งและใกล้มัสยิดใกล้มัสยิดแผงขายอาหารขนาดเล็กหลายแห่ง ฮาลาลเปิดให้บริการตั้งแต่เช้าตรู่แน่นอนแนะนำและจะมาที่นี่อีกครั้งเพื่อไปที่โรงแรมนี้,Positive
537,คุ้มค่าสมราคา สถานีรถไฟฟ้าบีทีเอสใช้เวลาเดินเพียง นาที ร้านสะดวกซื้อก็อยู่ใกล้ ด้วย มีบริการอาหารเช้าและบริการรถแท็กซี่ก็สะดวกมาก มันค่อนข้างดีโดยรวม,Positive
538,ดีสถานที่เชิงกลยุทธ์ใกล้ประตูน้ำอาหารเช้ามากมายและดี,Positive
539,เหมาะสำหรับวันหยุดของครอบครัวและสถานที่ตั้งเป็นกลยุทธ์มาก,Positive
540,ใกล้แหล่งช๊อปปิ้งและศูนย์อาหารมากมาย,Positive
541,เยี่ยมมาก แต่น่าเสียดายที่อาหารเช้าไม่ฮาลาลทุกอย่างโอเคบวกกับแหล่งช้อปปิ้งถ้าคุณกลับไปกรุงเทพฉันจะพักที่นี่อีกแน่นอน,Positive
542,ทุกอย่างดียกเว้นนอกค่อนข้างเสียงดัง จากถนนใหญ่,Positive
543,สถานที่สวย ห้องสะอาด กว้างพักผ่อนสบาย บริการ ดาว,Positive
544,ห้องพักเก่าและติดกัน มีประตูเชื่อมห้องข้างแต่ล็อคไว้ รู้สึกไม่เป็นส่วนตัวและมีเสียงลอดจากประตู ระบุของห้องพักปลอดบุหรี่ แต่เข้ามีกลิ่นบุหรี่ในห้องและแสงสว่างน้อย ไม่เหมาะกับผู้หญิงที่ชอบแต่งหน้าในที่สว่าง,Negative
545,โรงแรมนี้ไม่ค่อยปลอดบุหรี่ กลางคืนนอนยุได้กลิ่นบุหรี่โชยมาทั้งคืน สุขภาพแย่,Negative
546,ปลั๊กไฟใช้ได้ไม่กี่ปลั๊กเองค่ะ แต่รวมก็ดีค่ะ,Positive
547,บริการดี ใกล้แหล่งช็อปปิ้ง เดินทางสะดวก,Positive
548,เหม็นบุหรี่ในห้อง การบริการไม่ค่อยดีค่ะ,Negative
549,น้ำรั่วตลอดในห้องน้ำ ห้องเหม็นบุหรี่,Negative
550,ที่พักสะอาด ห้องกว้าง อาหารอร่อย,Positive
551,ห้องเก่าหน่อย อาหารเช้ามีไม่เยอะ,Negative
552,โดยรวมดี อาหารอร่อยมาก แต่ข้อเสียคือกว่าจะได้เช็กอิน ต้องรอบ่าย โมง,Positive
553,สกปรกมากค่ะ ห้องเหม็นอับ แอร์ปรับไม่ได้ หนาวมาก ทุกอย่างดูหลอน ครั้งเดียวก็เกินพอ,Negative
554,ดีค่ะ โอเคเลย แต่จะเรียกแท็กซี่ยาก แต่อย่างอื่นโอเคมาก,Positive
555,แอร์เย็นสบาย ห้องพักสะอาด น้ำไหลแรงดี แต่มีกลิ่นบุหรี่จากข้างนอกลอยเข้ามาในห้องบ่อยค่ะ และได้ยินเสียงจากด้านนอกก็เข้ามาชัดเจนค่ะ,Positive
556,ห้องสกปรกมากค่ะ ผ้าห่มที่นอนฝุ่นคลุ้ง ห้องเหม็นกลิ่นบุหรี่มาก ใครที่ไม่ชอบกลิ่นบุหรี่แนะนำให้ผ่านค่ะ พนักงานบริการแย่ยกเว้นพี่ยามค่ะ น่ารักมาก ให้ความช่วยเหลือดีมากค่ะ,Negative
557,โดยรวมโอเค แต่วันที่เข้าพักกำลังปรับปรุงใหม่,Positive
558,โรงแรมไม่เหมือนกับหน้าเว็บไซต์เลย ห้องพักฝุ่นเยอะมาก,Negative
559,ห้องพักไม่ตรงกับที่ทำการจอง ได้ห้องเกรดต่ำกว่ามาตรฐาน,Negative
560,ไม่สะอาด บริการไม่ดี และอาหารมีน้อย,Negative
561,ค่อนข้างดีครับ สะดวกถ้าจะไปช็อปปิ้ง,Positive
562,สะดวก ใกล้แหล่งช็อปปิ้ง ควรเน้นเรื่องความสะอาด กับอาหารเช้าที่ดีกว่านี้,Positive
563,ที่นี้คุ้มกับการมาที่นี้ดีทุกอย่าง บริการสนุก สถานที่สะอาด สบาย มีอย่างหนึ่งที่ล๊อบบี้ไม่มีแอร์ตอนมาถึงครั้งแรกร้อนเกิน ยกเว้นจุดนั้นทุกอย่างโอเค,Positive
564,มาถึงวันแรก ที่นี่เป็นโรงแรมที่แย่ที่สุดที่มีการบริการลูกค้า ไม่มีใครช่วยเรานำกระเป๋าเดินทางและกล่องมาที่ห้องของเรา เราเป็นสาวทางโรงแรมให้ห้องเราไม่มีไฟและไฟฟ้าในห้องใช้ไม่ได้กับปลั๊ก เราขอเปลี่ยนห้องแต่ทางโรงแรมบอกว่าจองเต็มแล้วเปลี่ยนให้ไม่ได้ พวกเขานำขาตั้งไฟส่องสว่างทั้งห้อง เป็นโรงแรมที่บริการแย่ที่สุดและไม่แนะนำให้ใครจองโรงแรมนี้,Negative
565,ทำเลที่ตั้งของโรงแรมเป็นยุทธศาสตร์มากล็อบบี้ก็เย็นมาก แต่ห้องโถงไปที่ห้องมืดมากและมีกลิ่นเหม็น อาหารเช้ายังไม่หลากหลายมากทุกวันข้าวผัดและไส้กรอกขนมปังนมกาแฟและชาเท่านั้น,Negative
566,ทำเลที่ตั้งดีเยี่ยมพนักงานสะอาดและเป็นกันเอง,Positive
567,ฉันอาจจะบอกว่าการมาพักที่โรงแรมนี้นั้นน่าหลงใหลพอ แต่ฉันได้รับปัญหาเกี่ยวกับห้องน้ำและเครื่องปรับอากาศในห้องของฉัน ซึ่งน้ำร้อนอย่างใดไม่สามารถทำงานได้และเครื่องปรับอากาศเพียงเย็นสำหรับวันหนึ่งคืนนี้ส่วนที่เหลือเช่น hangin ในกลางแจ้ง bad เลวร้ายเกินไปไม่สามารถบ่นในภาษาไทย โดยรวมสำหรับสิ่งอำนวยความสะดวกและที่ตั้งโรงแรม จาก,Negative
568,ทำเลยุทธศาสตร์สำหรับผู้ที่ต้องการซื้อสินค้าเพียง นาทีในการเดินไปประตูน้ำ,Positive
569,โรงแรมเก่ามากไม่คุ้มกับราคา,Negative
570,มันสนุกที่ได้อยู่ใน white palace รับอาหารเช้าฟรีแม้ว่าคุณจะจองบนเว็บไซต์ traveloka คุณจะได้รับแจ้งว่าคุณไม่สามารถรับอาหารเช้าได้ เวลาเช็คอินไม่จำเป็นต้องจ่ายเงินมัดจำ,Negative
571,ดีมากพวกเขาให้อาหารเช้าฟรี พอใจมาก,Positive
572,การบริการดีมาก แต่อาหารเช้าแย่มาก,Positive
573,ห้องพักกว้างขวางสะอาดเหมือนในภาพอาหารเช้าเรียบง่าย แต่ไม่เลวทำเลเป็นยุทธศาสตร์ห้องพักยังมีตู้เย็นและเครื่องเป่าผม,Positive
574,โรงแรมตั้งอยู่ในทำเลที่ดี แต่พวกเขาไม่ได้ให้น้ำดื่มร้อนกาแฟและชาในห้องพักตามที่โรงแรมอื่น มักจะให้ดังนั้นเราต้องไปที่ร้านอาหารเพื่อรับมันฟรี เพดานต่ำมากเมื่อมีแสงน้อยดังนั้นมันจึงดูน่าขนลุก ที่นอนนั้นแข็งและไม่ค่อยสบายนัก อาหารเช้าไม่ค่อยอร่อยมีแค่ข้าวผัดไข่ขนมปังสลัดผลไม้ซีเรียลเท่านั้น หวังว่าจะนำเข้าครั้งต่อไป,Negative
575,การออกแบบโรงแรมโดยเฉพาะล็อบบี้ค่อนข้างดีและกว้างขวาง ทำเลที่ตั้งดีมันเป็นกลยุทธ์ที่สวยงามใกล้กับตลาด ในระยะที่เดินได้ ห้องค่อนข้างสลัวจะชอบห้องที่สว่างกว่า สำหรับอาหารเช้ามันเป็นเมนูเดียวกันทุกวันเพียงเล็กน้อยแตกต่างกันในสไตล์การทำอาหาร ข้าวผัด ไส้กรอก ไข่ ขนมปัง สลัดและอื่น อาหารรสชาติดีจริง แต่ลองนึกภาพการกินข้าวผัดเป็นอาหารเช้าใน วัน ต้องบอกว่าฉันคิดว่ามันดีพอเพราะมันรวมอาหารเช้าพิจารณาราคาโรงแรม ในขณะที่ความพึงพอใจน้อยที่สุดคือเครื่องทำน้ำอุ่น ฉันไม่สามารถรับอุณหภูมิน้ำที่สมบูรณ์แบบได้ มันจะเปลี่ยนร้อนหรือเย็นเกินไปถ้าคุณเปลี่ยนไปอาบน้ำ ฉันไม่เคยใช้เวลานานในการปรับอุณหภูมิในห้องน้ำ นี่เป็นสิ่งเดียวที่ฉันรำคาญมาก นอกจากนั้นส่วนที่เหลือก็ค่อนข้างดี,Positive
576,บรรยากาศของโรงแรมน่ากลัวมาก ยิ่งไปกว่านั้นบรรยากาศของห้องพักได้รับการดูแลไม่ดีและน่ากลัวมาก จนกว่าฉันและเพื่อนจะนอนไม่หลับเพราะถูกรบกวน แสงสว่างไม่เพียงพอ เพียงส่วนที่ดีของล็อบบี้,Negative
577,โรงแรมนี้อยู่ใกล้กับตลาดประตูน้ำมาก คุณสามารถช้อปปิ้งได้มากเพราะราคาดี ฉันชอบบริการนวดที่โรงแรม ฉันสนุกกับมัน ห้องพักดี ฉันไม่สามารถตั้งค่าอุณหภูมิ ac เนื่องจากเป็นศูนย์กลาง ac ฉันมีระเบียงบนห้องพักห้องพักและภาพแตกต่างกันเล็กน้อย เพราะในภาพห้องมีพรมฮ่าฮ่า โดยรวมแล้วห้องพักสะดวกสบายสำหรับฉัน เจ้าของบ้านเป็นกันเองมาก และพนักงานคนอื่นด้วย การเช็คอินและเช็คเอาต์ของฉันรวดเร็ว ฉันชอบมัน จะกลับมาพักที่โรงแรมนี้อีกเมื่อฉันไปกรุงเทพอีกครั้ง สิ่งหนึ่ง ฉันไม่ชอบอาหารเช้าทำให้เกิดการเลือกน้อย และข้าวผัดไม่ดีสำหรับฉัน,Positive
578,หมอนนั้นเหม็นและเต็มไปด้วยฝุ่น,Negative
579,เป็นประสบการณ์ที่ดีที่ได้พักที่นี่พนักงานมีความเป็นมิตรและช่วยเหลือดีเช่นกัน บางทีมันอาจต้องปรับปรุงเล็กน้อยเช่นมีตู้เซฟในห้อง แต่โดยรวมแล้วฉันมีความสุขกับการเข้าพัก,Positive
580,มีประสบการณ์ที่ดีที่จะอยู่ที่นี่ พนักงานเป็นกันเองห้องพักใหญ่และสะอาด ที่พักที่สะดวกสบาย,Positive
581,พัดลมแอร์มีขนาดใหญ่เกินไปแม้ว่าเราจะพยายามลดมันก็ขอให้พนักงานซ่อมแซม แต่ไม่มีอะไรเกิดขึ้นหมอนไม่ดีและเนื่องจากแอร์เย็นมากดังนั้นต้องมีรองเท้าแตะ แต่ไม่ได้ให้ หน้าต่างสามารถเปิดได้ง่ายและไม่สามารถล็อคได้ดังนั้นควรระวังหากอยู่กับเด็ก ทำเลยุทธศาสตร์ใกล้ตลาดประตูน้ำมินิมาร์ท แฟมิลี่มาร์ท อาหารเช้าก็โอเค คุ้มค่ากับราคา,Negative
582,เป็นที่พักที่ดีสภาพแวดล้อมที่ดีที่สุด,Positive
583,พื้นหลังของโรงแรมน่ารักมีเอกลักษณ์ตุ๊กตาทำเลที่ตั้งยังอยู่ใกล้ถ้าคุณต้องการไปไหน เพียงแค่ข้อเสนอแนะให้ทานอาหารเช้าที่โรงแรมมากยิ่งขึ้นดังนั้นเมนูจึงแตกต่างกันไป,Positive
584,ห้องพักไม่ดีน้ำฝักบัวก็ร้อนและเย็น หากไม่มียาสีฟัน หวี รองเท้าแตะสิ่งพื้นฐานที่สุดจะไม่รวม,Negative
585,เป็นการพักที่ดีแอร์เย็นพอพนักงานต้อนรับเป็นกันเองมากและดีให้บริการพร้อมอาหารเช้าและ teatime น่าเสียดายที่อาหารเช้ามีความหลากหลายน้อยเกินไปข้าวผัดและไส้กรอกทุกวัน,Positive
586,ตลาดประตูน้ำและแพลตตินัมมอลล์สามารถเดินไปได้ โรงแรมมีบริการนวดกดจุดสะท้อนหน้าล็อบบี้ สุดยอดมาก,Positive
587,น่ากลัว เกินความคาดหมายของฉัน,Negative
588,การบริการที่ดีห้องพักสะอาดห้องพักไม่ดีและเก่า,Positive
589,อาหารเช้าง่าย ในการเช็คอิน,Negative
590,โรงแรมอยู่ใกล้กับตลาดประตูน้ำมากวันละ ครั้งฉันไปที่ตลาดประตูน้ำฮ่าฮ่าพนักงานเป็นมิตรสนุก ห้องพักทำความสะอาดทุกวันซึ่งฉันไม่เข้าใจการตกแต่งภายในมืด แต่ชื่อของโรงแรมคือพระราชวังสีขาว white,Positive
591,สะอาดมาก แต่อาหารน่าเบื่อ ใช้เวลา วันจาก วันในการกินข้าวผัด,Positive
592,แอร์คอนดิชั่นไม่สามารถปรับอุณหภูมิและไม่มีน้ำร้อนจากก๊อกน้ำฝักบัว,Negative
593,โรงแรมเก่าสะอาดพอ แต่บริการแย่มาก โดยเฉพาะพนักงานต้อนรับกะกลางคืน ผู้ชาย,Negative
594,สถานที่ดีสะดวกสบายบริการเป็นกันเองโรงแรมดีแนะนำ,Positive
595,ทำเลยุทธศาสตร์แผนกต้อนรับและลูกเรือเป็นมิตรมากอาคารค่อนข้างเก่า แต่ในแง่ของความสะอาดและแสงห้องค่อนข้างโอเค ห้องพักค่อนข้างสะดวกสบายหลังคาของห้องค่อนข้างสั้น,Positive
596,สถานที่ไม่สว่างเพียงพอและเงียบเกินไปโดยเฉพาะอย่างยิ่งตั้งแต่เมื่อวานมีคนที่กระแทกประตูและบางคนก็ได้รับความช่วยเหลือเพราะหายใจไม่สะดวกเพราะกลัววากาก้า,Negative
597,โรงแรมตั้งอยู่ในใจกลางเมืองมีบริการขนส่งต่าง รอบโรงแรม,Positive
598,นี่เป็นทริปวันหยุดสุดสัปดาห์ห้องพักกว้างขวางและอาหารเช้าก็ค่อนข้างสมบูรณ์แบบในราคานี้ เราจะพักที่นี่อีกในครั้งหน้า,Positive
599,ไม่ค่อยดีเท่าที่เคยเป็น ปีที่ผ่านมาพนักงานต้อนรับไม่เป็นมิตรห้องพักต้องกลับไปมาบ่นเรื่องน้ำร้อนและเครื่องปรับอากาศ หมอนก็ดูเหมือนว่าจะถึงเวลาที่จะต้องเปลี่ยนใหม่ ในแง่ของอาหารเช้ามันยังไม่สมบูรณ์เหมือนที่เคยเป็นที่น่าเสียดายมากการเลือกโรงแรมนี้ด้วยการพิจารณาของการบริการที่ดีและเป็นกันเองและอาหารเช้า สมบูรณ์ อร่อย สมบูรณ์ ซึ่งเป็นครั้งสุดท้ายที่จะมาพักที่นี่,Negative
600,สถานที่แห่งนี้มีแกลเลอรี่ของตุ๊กตาที่น่ากลัวในล็อบบี้และร้านกาแฟ ห้องเรียบร้อย ใกล้ตลาด แต่พวกเขาไม่มีแปรงสีฟันและเครื่องทำน้ำอุ่นในห้องน้ำค่อนข้างควบคุมยาก โดยรวมแล้วฉันมีความสุขกับการเข้าพัก อาหารเช้าที่เรียบง่ายยัง,Negative
601,นี่เป็นครั้งที่สองที่มาพักที่นี่ มีการเปลี่ยนแปลงมากมายให้ดีขึ้น ได้ห้องเดียวกันด้วย,Positive
602,สถานที่ไม่น่าพอใจที่นอนยากพนักงานต้อนรับไม่ต้อนรับ,Negative
603,ตั้งอยู่ใจกลางเมืองสามารถเดินไปประตูน้ำตลาด neon และ platinum mall การบริการเป็นที่น่าตื่นตาตื่นใจห้องพักขนาดใหญ่และพวกเขามีทุกอย่างที่คุณต้องการ,Positive
604,ฉันชอบเมนูอาหารเช้าจริง amp พวกเขามีพนักงานเป็นกันเองมาก,Positive
605,การออกแบบของบริเวณล็อบบี้และร้านอาหารเย็นสบายมาก พื้นที่ยุทธศาสตร์สุดถ้าคุณต้องการพักที่ดีใกล้กับตลาดประตูน้ำ ห้องพักสะอาดพนักงานทุกคนน่ารัก และที่สำคัญที่สุดอาหารเช้าที่พวกเขาเสิร์ฟคืออาหารที่ชาวมุสลิมสามารถรับประทานได้ ฮาลาล kapunkha,Positive
606,มันเป็นการพัก วัน คืนที่ดี ทำเลที่ตั้งอยู่ใกล้กับตลาดมาก อาหารริมทางมีอยู่ทุกที่ และ alfamart อยู่ห่างออกไปเพียงไม่กี่ก้าว โรงแรมสะอาดมาก ล็อบบี้น่าทึ่งมาก จะกลับมาอีกแน่นอน,Positive
607,ห้องปกติตามรูปภาพ อาหารเช้าก็โอเค แต่มีตัวเลือกไม่มากและ รายการเปลี่ยนเท่านั้น ฝ่ายต้อนรับตกลงที่จะสื่อสารโดยใช้ภาษาอังกฤษ,Negative
608,ล็อบบี้ของโรงแรมดีแม้ว่าขาดแสง บรรยากาศของห้องพักและโรงแรมเช่นเดียวกับโรงแรมที่ได้รับการปรับปรุงใหม่นั้นไม่สมบูรณ์ แต่ราคาค่อนข้างถูกและรวมอาหารเช้าแล้วฉันคิดว่ามันดี วางกลยุทธ์ใกล้กับมินิมาร์ทไปที่แพลตตินัมมอลล์ปาซาร์ปากิ แอร์เย็นน้ำร้อนเปิดอยู่แค่ว่า tv cab ไม่ทำงาน อาหารเช้ามาตรฐานของข้าวผัด ไส้กรอก ไข่ ขนมปัง นมสด ซีเรียลและสลัด ร้านอาหารสะอาดคนงานว่องไวและตื่นตัว โดยรวมตกลง ฉันโอเคเปลี่ยนโรงแรมนี้ในอนาคต,Positive
609,บริกรที่ดีมาก แต่พนักงานต้อนรับหญิงโกรธเสมอแม้พูดคุยกับการเจรจาต่อรองได้ดีกับ costumer ฉันคิดว่า costumer เป็นกษัตริย์ แต่ที่นี่ costumer มีคำไม่ดีเมื่อฉันอธิบายบางสิ่งบางอย่างและน้ำเสียงของเธอไม่เหมือนของ แขกฉันจ่ายด้วยเตียงเสริมไม่เพียง แต่ห้อง แต่ทำไมเราสามารถเจรจากับดีเพราะเพื่อนของฉันพักที่นี่จนถึงกลางคืนและพูดคุยสนทนาที่ห้องต้องจนถึง เที่ยงคืน ฉันจ่ายเงินค่าห้องของฉันพร้อมเตียงเสริมทำไมต้องบอกว่าไปในเที่ยงคืนจากเพื่อน,Negative
610,โรงแรมในกรุงเทพที่ฉันชอบไม่ต้องสงสัย,Negative
611,พนักงานของห้องพักและร้านอาหารเป็นกันเองและช่วยเหลือดี แต่พนักงานต้อนรับไม่เหมือนว่าทัศนคติไม่ดี ห้องเล็กมาก กำแพงเก่า แอร์เก่า ขาดไฟฟ้า น้ำอุ่น amp ไดร์เป่าผมด้วย แต่ใช้ไม่ได้ ทีวีเก่า amp เก่า เครื่องใช้ไม่เพียงพอ,Negative
612,ห้องพักสกปรกจริงและมีกลิ่นไม่ดี,Negative
613,สถานที่มืดเกินไปและห้องอาจอยู่ตรงหัวมุม,Negative
614,ทำเลดีมากใกล้รถไฟฟ้าและห้างสรรพสินค้าแฟชั่น,Positive
615,ทำเลที่ตั้งค่อนข้างดี แต่เนื่องจากมันยังอยู่ระหว่างการปรับปรุงจึงมีเสียงดังได้ยินคนทำงานพนักงานเกือบทั้งหมดเป็นมิตรไม่เคยทักทายไฟทั้งหมดในล็อบบี้และในโถงทางเดินสลัวลิฟท์กลิ่นอาคารเก่าทำให้เวียนศีรษะความสะอาดห้องพักแย่เพียง โอเคมีตุ๊กตาอยู่ในตู้กระจก คนอื่นเป็นเรื่องปกติ อาหารเช้าปานกลาง,Negative
616,ทำเลที่ตั้งยุทธศาสตร์มากรอบ โรงแรมอาหารอร่อยมากมายโดยเฉพาะตอนกลางคืน ห้องพักของโรงแรมสะอาดและสะดวกสบาย,Positive
617,โดยรวมแล้วห้องพักโอเค แต่การบริการโดยเฉพาะพนักงานต้อนรับไม่มีมารยาทเลย,Negative
618,ยอดเยี่ยม สะดวกสบายมาก ใกล้ห้างแฟชั่นแพลตตินัม เดินเพียง นาที,Positive
619,โรงแรมทั่วไปดี อย่างไรก็ตามฉันถูกขอให้จ่าย tb สำหรับคีย์ที่หายไป ฉันคิดว่ามันแพงเกินไป,Positive
620,โรงแรมเก่าแก่ค่อนข้างเหมือนทุกสิ่งในกรุงเทพในทำเลที่สะดวกน้อยกว่าและวิวก็ไม่สวยงามเช่นกัน พนักงานต้อนรับพูดภาษาอังกฤษได้ดีเตียงไม่แน่ใจทางเดินดูค่อนข้างมืดและหายใจไม่ออกพร้อมเสียงแปลก ของปั๊มน้ำ หรือเครื่องปรับอากาศ เพื่อพูดคุยเกี่ยวกับเครื่องปรับอากาศมันเป็นเครื่องที่แปลก เนื่องจาก องศาหรือ องศามันหนาวมาก,Negative
621,ทำเลที่ตั้งก็โอเค แต่ห้องน้ำไม่มีแปรงสีฟัน ห้องพักยังใหม่ แต่ไม่มีการทาสีผนัง อาหารเช้าไม่ดีเมนูส่วนใหญ่เป็นไข่,Negative
622,ระวังถ้าเช็คอินเช็คอินก่อนบนเนื้อหาของตู้เย็น สุดท้ายพวกเขาบอกว่าฉันดื่มน้ำ ขวดในตู้เย็นแม้ว่าตู้เย็นที่เช็คอินไม่มีอะไรเลยและแย่กว่านั้นพวกเขาไม่ได้ตรวจสอบบริการทำความสะอาดก่อน โกรธเมื่อเขาบอกว่าเขาไม่ต้องการที่จะรู้ว่าจุดต้องจ่าย,Negative
623,ลิฟต์มีขนาดเล็กห้องพักค่อนข้างใหญ่ แต่ที่นอนค่อนข้างแข็งดังนั้นมันจึงนอนหลับสบายน้อยลง ทำเลยุทธศาสตร์มากง่ายถ้าคุณต้องการหาอาหาร,Positive
624,โรงแรมมีขนาดใหญ่ห้องพักมีขนาดใหญ่ด้านหน้าดูแรนดาน่าขนลุกด้วยเฉดสีมืดห้องพักมืดมากเกินไปแสงไฟก็ตายห้องน้ำก็ค่อนข้างน่ากลัว แต่มันก็ดีที่นี่ห้องพักขนาดใหญ่มีทุกที่เตียงค่อนข้างแข็ง,Negative
625,โรงแรมเก่า แต่ค่อนข้างดี ยุทธศาสตร์ที่ตั้ง แต่ที่นอนนั้นแข็งไปหน่อยทำให้นอนหลับสบายน้อยลง,Positive
626,ทั้งหมดค่อนข้างพอใจและใกล้กับทุกที่,Positive
627,สถานที่ที่ดีและพื้นที่ยุทธศาสตร์เพื่อไปที่แพลตตินั่มประตูน้ำและโลกกลาง,Positive
