,Rating,Review_split
206,5.0,ดีมากเลยค่ะ ที่พักสะอาด พนักงานและแม่บ้านน่ารักค่ะ
207,4.2,สถานที่ตั้งดีมาก อยู่ติดสถานีรถไฟฟ้าเลย มีประโยชน์
208,4.2,ราคาไม่แพงและทำเลดีมากใกล้สถานีรถไฟฟ้า จะมาที่นี่อีกครั้ง   
209,4.7,โรงแรมเล็กแต่สะดวกสบายมาก มีอุปกรณ์ครบทุกอย่างที่จำเป็น ยกเว้นเตารีด ใกล้รถไฟฟ้า bts สถานีสนามเป้า สะดวกมาก ถ้ามีโอกาสกลับกรุงเทพ นี่ก็ยังเป็นทางเลือกของฉัน   
210,5.0,ที่ตั้งโรงแรมดีมาก ติด bts แต่ย่านไม่มีเสียงดัง ใกล้เคียง ห้องพักสะอาดมากและเตียงนอนสบายมาก พนักงานต้อนรับของโรงแรมดีและทำงานได้ดี พนักงานฝึกงาน ฉันจะกลับมาอีกครั้งในครั้งต่อไปเมื่อฉันไปกรุงเทพ   
211,4.7,แบน สวย คิดบวก   
212,4.7,โรงแรมมีทำเลที่ดีเยี่ยมติดกับสถานีรถไฟฟ้าบีทีเอสสนามเป้า การเช็คอินราบรื่นและรวดเร็ว พนักงานเป็นกันเองและช่วยเหลือดี ห้องพักสะอาดพร้อมสิ่งอำนวยความสะดวกขั้นพื้นฐาน โต๊ะเล็กไปหน่อย ช่องทีวีบางช่องไม่ได้เปิดตามที่ระบุไว้ในเมนู   
213,3.0,ห้องกลาง โลเคชั่นดี แต่ห้องเล็กกว่าที่คิดและความสะอาดก็โอเค คราวนี้ก็ได้ราคาสะท้อนทุกอย่าง แต่ทางเดินมืดไปหน่อย กลับดึกหน่อย น่ากลัวอย่าอยู่คนเดียวดีกว่า   
214,5.0,พนักงานดี สะอาด และใกล้สถานีรถไฟฟ้า โดยรวมโอเคค่ะ   
215,4.5,ดีใกล้btsสนามเป้า   
216,5.0,สถานที่ที่ดีและดีพร้อมพนักงานที่เป็นมิตร   
217,2.0,ผิวหนังคันและเกิดผื่นขึ้นจากผ้าปูที่นอน   
218,3.7,ที่จอดรถค่อนข้างจำกัดต้องแจ้งที่จอดรถ   
219,5.0,โรงแรมใหม่ที่ดีเยี่ยม สะอาด ใกล้รถไฟฟ้าใต้ดินมากจริง นาที ห้องพักมีทุกสิ่งที่คุณต้องการ คุณสามารถชงกาแฟในห้องได้ฟรีในเครื่องชงกาแฟแคปซูล นอกจากนี้ คุณสามารถสั่งอาหารเช้าได้ ซึ่งอยู่ห่างจากร้าน ในระยะที่สามารถเดินไปถึงได้ ตัวเลขดูใหญ่ขึ้นในภาพ คุ้มค่ากับเงินที่เสียไป   
220,4.0,ห้องพักสะอาดและทันสมัยมาก อย่างไรก็ตาม มันไม่กว้างขวางมากนัก สถานที่ตั้งสะดวกมาก ตั้งอยู่ใกล้สถานีรถไฟฟ้า bts สนามเป้า   
221,4.0,เตียงก็ดี   
222,4.0,โรงแรมที่ยอดเยี่ยมมาก ยกเว้นห้องที่เล็กกว่าเล็กน้อย ใกล้รถไฟฟ้าใต้ดิน การจราจรค่อนข้างสะดวก เหมาะสำหรับเพื่อนครั้งแรก คราวหน้าจะมาพักอีก   
223,5.0,โรงแรมนี้ใกล้ bts สนามเป้ามาก เดินเพียง ก้าว ห้องพักสะดวกสบายและสะอาดมาก พนักงานช่วยเหลือดีและเป็นกันเองมาก ฉันจะแนะนำโรงแรมนี้และจะกลับมาอีกครั้ง   
224,4.5,อาหารเช้าก็ธรรมดาทุกวันเหมือนกันไม่มีอะไรเปลี่ยนแปลง ทำเลที่ตั้งสะดวกติดกับบีทีเอส ห้องพักเล็กมากและแออัด ฉันรู้สึกว่าฉันไม่สามารถเก็บกระเป๋าได้เยอะ มันมีเสียงดังมากในตอนกลางคืนใกล้กับริมถนนและหัวรถจักรก็ดังสุด ราคาที่อยู่อาศัยในเดือนมกราคมนั้นสูงมาก   
225,5.0,ไม่มีห้องหันหน้าเข้าหาถนนเงียบมาก โรงแรมมีขนาดเล็ก แต่มีรายละเอียดประณีตมาก อาหารเช้าเรียบง่าย การรับประทานอาหารในบริเวณใกล้เคียงไม่สะดวกเกินไปมีประตูถัดไป และมีห้องนวด อยู่ห่างจากย่านธุรกิจสยาม bts นาที บาทสะดวกมาก ที่จอดรถสะดวก   
226,10.0,มีอยู่วันนึงก่อนกลับบ้าน แบบว่าเพลินดี️ระหว่างรอผ้าที่ซักอยู่ มานั่งถักผ้าพันคอ ฟังเพลง มันเป็นมุมที่รีแล็กซ์จริง ด้านหน้ามองnature และด้านหลังก็มีน้ำพุน้อย ฟังเสียงน้ำชอบ ได้ทั้งอาหารตา อาหารหู มันดีต่อใจจริง เรามาพักที่นี่ สัปดาห์ การบริการพนักงานดีมากค่ะ สิ่งที่สังเกตหรือเห็นในทุกวันที่พักที่นี่คือ ความสะอาด ของพื้นในห้อง นอกห้อง ในห้องน้ำ อยากบอกว่าสะอาดจริง ค่ะ เวลาเราขึ้นห้องพักเราพักแบบนอนรวมค่ะ ถอดรองเท้าเดินได้สบายค่ะ จะไปอาบน้ำ หรือไปเข้าห้องน้ำ เราไม่ใส่รองเท้าเลยค่ะ เรื่องความสะอาดยกย่องให้เลยค่ะ แล้วก็เรื่องที่นอน มีการเปลี่ยนผ้าปู ปลอกหมอน ผ้าห่มและจัดเตียงให้สวยงามทุกวันค่ะ แม้จะมีคนพักต่อแบบเรา พนักงานก็เปลี่ยนให้ใหม่หมดในทุกวัน ชอบมากค่ะ บางโฮสเทลนะ ถ้ารู้ว่ามีการพักหลายวันแบบเรานะ จะไม่มีการเปลี่ยนอะไรบนที่นอนเลยค่ะ โอเคค่ะสำหรับที่นี่ ขอบอกเลยค่ะผ่าน สิ่งที่อยากให้แก้ไข คืออยากให้มีราวบันไดสำหรับชั้นแรกค่ะ เพื่อความปลอดภัยของลูกค้า บางคนอาจจะเดินลงมามากกว่า คนเพื่อลงมาชั้นล่างโดยไม่ได้ระวัง มันเสี่ยงต่อการตกลงมาจากบันได
227,9.2,โฮสเทลอยู่ในซอยพหลโยธิน เป็นทางวันเวย์ ซอยค่อนข้างแคบ มีที่จอดรถให้ ขับเลยโรงแรมไป ห้อง เลี้ยวขวาเข้าซอย ที่จอดรถอยู่ทางด้านขวา แต่ถ้ามาช่วงค่ำ อาจจะต้องโทรแจ้งโรงแรมให้เปิดประตูเข้าที่จอดรถให้ การเช็คอินและเช็คเอาท์ง่ายและรวดเร็ว ห้องนอนและห้องน้ำสะอาด มีไดร์เป่าผมให้ในห้องน้ำรวม แต่สามารถยืมเพื่อใช้ในห้องต่างหากได้ เสียค่ามัดจำ บาท ในห้องไม่มีตู้เย็น สำหรับผู้ที่พักห้องเดี่ยว จะมีอาหารเช้าเป็นอาหารตามสั่งให้ รอบโรงแรมหาของกินง่ายมาก และมีร้านสะดวกซื้ออยู่ใกล้โรงแรม การบริการของพนักงานดีมาก
228,10.0,เราเข้าพักที่นี่มา สัปดาห์ เนื่องจากเราเกิดอุบัติเหตุที่บ้าน เลยทำให้ขาเจ็บ และไม่สามารถเดินทางไปกลับบ้านได้ในช่วงนี้ เลยต้องมาพักที่ vm hotel เนื่องจากอยู่ใกล้ที่ทำงานเรา ตลอดที่พักที่นี่สะดวกสบายดีค่ะ ห้องพักมีการเปลี่ยนผ้าปูและผ้าห่มใหม่ทุกวัน ราคานี้มีอาหารเช้าด้วยค่ะ พนักงานพูดเพราะ และให้ข้อมูล สถานที่โดยรวมให้บรรยากาศรีแล็กซ์ดีค่ะทั้งข้างนอกและภายในโฮสเทลแห่งนี้ ธรรมชาติดีค่ะ มองแล้วสบายตาโดยส่วนตัวชอบโฮสเทลแห่งนี้มากค่ะ
229,9.6,ที่พักใกล้อนุสาวรีย์ชัย ลักษณะ hostel แต่ไปพักห้องที่มีห้องน้ำส่วนตัว ราคาไม่แพงคุ้มค่า แต่ต้องเดินขึ้นบันไดสูงหน่อยเพราะอยู่ชั้น ชั้นบนสุด ตัวห้องพักใช้ได้เลย มีผ้าเช็ดตัวกับไดร์เป่าผมให้พร้อม มีอาหารเช้าเป็นอาหารจานเดียวให้เลือก และชา กาแฟ ขนมปัง โดยรวมมาถ้าไม่ติดเรื่องต้องเดินขึ้นบันไดกับที่จอดรถ แนะนำเลย
230,9.2,ที่พักมีที่จอดรถ ด้านหลัง แต่รถวิ่งทางเดียว วนไปออกอนุสาวรีย์ และพหลโยธินได้ ที่พักดี พนักงานดีมาก มีอาหารเช้า ห้องเตียงสองชั้นมีความสูงดีค่ะ หักคะแนนอย่างเดียว บันไดขึ้นเตียงชั้นบนมันปีนยากไม่มีที่เกาะ และไม่มีที่กั้นกันตกที่ขอบเตียง โดยรวมชอบค่ะ จะมาพักอีก
231,9.2,พึ่งเข้าพักครั้งแรก ดีกว่าที่คิดไว้ค่ะ ที่พักเป็นแบบสไตส์ loft ให้ความรู้สึกสบาย บรรยากาศดี เงียบสงบ ถึงแม้จะตั้งอยู่ใจกลางเมือง ใกล้มีทั้งของกินและ เดินทางสะดวกทั้งรถโดยสารและ bts พนักงานบริการดีทุกคน ประทับใจเลยค่ะ หากมีโอกาสจะเข่าพักอีกแน่นอนค่ะ
232,10.0,ที่พักสะอาด ใกล้ bts สนามเป้า อนุสาวรีย์ชัย ใกล้ the season mall อาหารการกินแถวที่พักเยอะมาก ราคาไม่แพง ใกล้แหล่งท่องเที่ยว ราคาห้องพักไม่แพง สะดวก สะอาด พนักงานให้บริการโอเคดีค่ะ
233,8.8,ห้องพักสวย บรรยากาศในโรงแรมดี สวยงาม คุ้มราคา อาหารเช้าเรียบ เดินทางสะดวกไม่ไกลจาก รถไฟฟ้า ท่จอดรถปลอดภัย ไฟในห้องน้อยไปนิด มุมห้องบางมุม มืด อาจจะเป็นแนวขึ้นอยู่กับความชอบมั่ง
234,10.0,เพิ่งเคยพักห้องรวมคนเดียวครั้งแรก พนักงานให้ความช่วยเหลือดีมากค่ะ ห้องพักรวมก็นอนสบาย เป็นสัดส่วน อยู่ไม่ไกลจากรถไฟฟ้าด้วย สะดวกมาก
235,9.6,โรงแรมอยู่ในซอยเล็ก แต่หาไม่ยาก ไม่มีที่จอดรถ ไม่เหมาะสำหรับผู้สูงอายุ เพราะขึ้นบันไดชันและสูง นอกนั้นดีหมด
236,9.6,ห้องพักดีมากกว้างกำลังเฝดี ห้องน้ำสะอาด พนักงานต้อนรับดีมาก เอาใจใส่มาแถวนี้ทีไรต้องมาพักโรงแรมนี้
237,7.6,check in หลังเที่ยงคืน เข้าไปอาบน้ำแล้วไม่ไหล ต้องแจ้งพนักงาน ตอนเช้าก้อยังไม่ไหลอีก ต้องแจ้งพนักงานอีก หัวเสียเล็กน้อย แต่โรงแรมตกแต่งสวยงาม อาหารเช้าน้อยไปนิด แต่แถวนั้นของกินเยอะ ไม่ต้องห่วงเรื่องอาหาร ห้องพักและห้องน้ำสะอาดดี แต่แขกที่พักด้วยน่าจะสูบบุหรี่ เลยเหม็นไปทั้งห้อง เกือบนอนไม่ได้ และไม่มีผ้าเช็ดตัวให้
238,8.4,เดินทางสะดวกมาก ราคาค่อนข้างสูงแต่ได้เปรียบเรื่องทำเล ห้องพักสะอาดเสียงรบกวนดังเข้ามาค่อนข้างง่าย ถ้าไม่ซีเรียสอะไรนอนได้ค่ะ มีของว่างให้ทานตอนเช้าด้วย
239,10.0,ห้องพักและห้องน้ำสะอาดมากกก พนักงานต้อนรับดี มีอาหารเช้า เดินทางสะดวก ใกล้แหล่งของกิน
240,9.6,ห้องพักอยู่ชั้น ไม่ลิฟ อย่างอื่นดีหมด สถานที่ตกแต่งน่ารัก พนักงานบริการน่ารัก
241,9.6,ซอยที่ตั้งของกินเยอะมาก นอนชั้น เงียบไม่มีเสียงอะไรให้รำคาญ มีอาหารเช้า
242,9.2,มีที่จอดรถให้ แจ้งล่วงหน้าก่อนเข้าพัก อาหารเช้าอร่อย คุ้มค่ากับราคา
243,8.4,ห้องพักดีมาก บรรยากาศดีติดกับห้างสรรพสินค้า ตลาดริมทาง และ โรงพยาบาล เดินสะดวก รถตู้ bts มอไซค์รับจ้าง
244,8.0,ห้องพักสะอาด ห้องน้ำก็ดี บรรยากาศภายในดีแต่รอบข้างเสียงดังได้ยินเสียงรถวิ่งตลอดทั้งวันทั้งคืน ใกล้btsอนุของกินเยอะ
245,9.6,ขับรถไปครั้งแรกจะงงทางหน่อยค่ะมันเป็นวันเวย์
246,7.6,สะอาด มีที่จอดรถ ติดแค่เป็นห้องน้ำรวมจึงไม่ค่อยสะดวกเท่าไหร่ ทางเข้าที่พักอยู่ในซอย แต่การสัญจรไปมาไม่ลำบาก โดยรวมดี
247,10.0,วันที่ไปพักเลือกห้องครอบครัวขนาดห้องใหญ่กว่าที่คิดไว้มาก ห้องพักห้องน้ำและสถานที่มีความสะอาดมาก พนักงานอัธยาศัยดี ยิ้มแย้มทุกคน แถวที่พักใกล้ ใกล้ร้านข้าว และคอมมูนิตี้มอล สะดวกมากค่ะ ถ้ามีโอกาสไปพักอีกแน่นอนค่ะ
248,10.0,อยู่ใกล้ bts สนามเป้า เดินมาโรงแรมได้เลยไม่ใกล ตัวโรงแรมอยู่ในซอยแคบ มีร้านอาหาร ห้างเล็ก และ ห้องพักสะอาด ห้องน้ำเป็นแบบรวม มีไดร์เป่าผมให้ด้วย
249,10.0,สะอาด สะดวก ปลอดภัย พนักงานดูแลดีมาก อาหารหาทานง่าย ไกล้ตลาด ไกล้ แต่ไม่มีผ้าเช็ดตัวให้
250,10.0,ขนาดห้องพอได้ ทุกอย่างโอเค สวยเรียบเนียนสไตล์ลอฟ สำหรับคนชอบโทนนี้แนะนำเลย ล็อปบี้ออกแนวคาดเฟ่ น่านั่งเล่นถ่ายรูป
251,6.0,โรงแรมอยู่ในดงของกินเยอะมาก เดินทางสะดวก ไม่มีอาหารเช้า ไม่มีลิฟท์ ไฟสลัว สีส้ม
252,6.8,พักชั้น ที่นอนมีมดแดงเยอะมากออกมาเรื่อยเลย ห้องน้ำเหม็นขยะ น้ำไหลเบา แอร์เย็นดี ของกินเยอะเพราะในแหล่งชุมชน เดินทางสะดวก มีบริการเครื่องซักผ้าและอบผ้าหยอดเหรียญ
253,10.0,จองง่าย ราคาโดนใจ ใกล้btsทั้งอนุสาวรีย์ชัย สนามเป้า ในซอยก่อนถึงโรงแรม มีนินิมาร์ทชื่อดัง สองฝั่งถนน ที่พักสะอาด แอร์เย็นจนหนาว ห้องน้ำแยก เช่นหญิง ด้านในมีห้องสุขาห้อง ห้องอาบน้ำห้อง อ่างล้างหน้าอ่าง มีไดร์เป่าผม พนักงานบริการมารยาทดี สุภาพ เช็คเอ้าท์ตีสี่ครึ่ง พนักงานก็มารับกุญแจ อ้อ ใกล้รพพญาไท
254,10.0,เดินทางไปง่าย แถวที่พักของกินเพียบ คึกคักสุด ห้องรวมแต่มีความเป็นส่วนตัว เตียงมีม่านปิดอย่างดี เตียงกับผ้าห่มดีมากกกกกก นอนสบายมาก แอร์เย็น ห้องน้ำก็สะอาด ติดแค่ห้องพักอยู่ชั้นบน บันไดชันไปหน่อย โดยรวมแนะนำเลยค่ะ
255,10.0,สะอาดของกินเยอะเดินทางสะดวก
256,10.0,สะอาด การบริการดี ใกล้โรงพยาบาลค่ะ
257,9.2,ที่พักสะอาด พนักงานบริการดี ราคาไม่แพง
258,9.2,บริการดี ห้องเงียบสงบ
259,4.8,ในละเอียดบอกว่ามีอาหารเช้าให้ แต่ปรากฏว่ามีแค่กาแฟโอวัลตินเท่านั้นจ้า บรรยากาศวังเวงมาก บันไดชัน ไม่มีลิฟต์ ไฟสลัว อุปกรณ์ห้องน้ำมีแค่สบู่ยาสระผมและผ้าเช็ดตัวเท่านั้น ไม่มีตู้เย็น ถ้าเทียบกับราคาพันกว่าเราว่าไม่คุ้มเลย
260,4.0,พักห้องส่วนตัว ห้องน้ำส่วนตัว พอเข้าห้องน้ำ มีกลิ่นปัสสาวะในห้องอาบน้ำ ทั้งที่ยังไม่ได้ใช้เลย เหมือนไม่ได้ทำความสะอาด อุปกรณ์ในห้องน้ำชำรุด แตกหัก สบู แชมพู คุณภาพต่ำ ห้องทาสีดำ ผ้าม่านดำ บรรยากาศแย่มาก แสงไฟ ความสว่างน้อย
261,9.6,โดยรวมทุกอย่างดีมาก เป็นอีกที่ที่แนะนำ
262,6.0,นอนที่เตียงแล้วรู้สึดคัน
263,9.2,พนักงานต้อนรับดี บริการดี มีอาหารเช้าให้ด้วย
264,6.8,ทำเลดี อาหารการกินเยอะ
265,7.2,ห้องprivateอยู่ชั้นต้องเดินหน่อย
266,6.8,ข้างล่างจัดสวย แต่ห้องข้างบนเป็นแบบ ไม่เหมือนในรูป ห้องไม่เก็บเสียง เสียงวอคุยกันเข้ามาให้ห้องหรือเสียงห้องข้าง บันไดสูงมาก สูงจนเหนือยมากเวลาขึ้น รวมแล้วโอเคถ้ายังต้องมาพักอีก คิดว่ายังไม่ตอบโจทย์ โรงแรมเอเชียร์น่าจะดีกว่า
267,8.8,อยู่ไม่ไกลจากอนุสาวรีย์ มีร้านสะดวกซื้ออยู่หน้าที่พัก
268,8.4,สะอาด สะดวก ปลอดภัย
269,8.0,ข้อเสีย ไม่มีที่กั้นเตียง กลัวตก
270,8.4,ทำเลดีเดินทางสะดวก ห้องพักสะอาด
271,10.0,แนะนำที่นี่เลยครับ มาพักบ่อย
272,9.2,ห้องนอนดีมาก อยู่ใกล้โรงพยาบาล พญาไท
273,9.2,ห้องเล็ก ไม่เก็บเสียง ได้ยินเสียงเดินชัดมาก แอร์เย็นดี ห้องน้ำแบ่งโซนเปียกชัดเจน สามารถกรอกน้ำดื่มใส่ขวดไปดื่มบนห้องได้ เป็นนโยบายของที่พัก ไม่มีขวดน้ำดื่มให้ในห้อง หน้าปากซอยมี เดินถึงbtsสะพานควายเพียงนาที มีร้านนวดใกล้ ซอยข้างมีอาหาร ร้านอาหารขาย
274,9.6,เดินทางสะดวกใกล้bts สะพานควาย ห้องพักเหมาะสมกับราคา ห้องน้ำ เตียงสะอาดดี แต่ห้องแคบ ควรจะมีบานกระจก หน้าต่าง ลูกค้าจะได้ไม่รู้สึกอึดอัด ประตูต้องออกแรงบิดปิดเปิด พนักงานบริการดี ให้คำแนะนำดี โดยรวมแล้วดี คุ้มค่าถ้ามีโอกาสอาจจะไปพักอีก
275,9.6,ห้องพักไม่กว้างแต่นอนหลับสบายไม่มีเสียงรบกวน ภายในที่พักเงียบมากแม้ห้องพักจะเต็ม ทำความสะอาดดี มีตู้เย็นและน้ำดื่มให้กดที่ชั้นล่าง ภายในห้องไม่มีตู้เย็น สตาฟบริการดีมาก การเดินทางใกล้บีทีเอสสะพานควาย กลับมาพักอีกแน่นอน
276,9.2,บริการดีมากเลยค่ะ มีที่จอดรถสำหรับคนมาพัก ห้องพักถือว่าโอเคมากเลยสำหรับสองคน สะอาด ห้องน้ำก็สะอาดค่ะ ปกติไปพักก็จะดูน้ำในห้องน้ำว่าแรงดีไหม ที่นี่น้ำแรงมากก แต่เสียอย่างไม่มีอาหารเช้าฟรี
277,10.0,ห้องพักดี สะอาด สิ่งอำนวยความสะดวกที่จำเป็นครบ มีไดร์เป่าผม ห้องน้ำดี เตียงนอนสบาย ผ้าห่มดีมาก ที่สำคัญระบบรักษาความปลอดภัยดีมาก และที่น่าชื่นชมคือ staff ทุกคนน่ารักและมี service mind มาก
278,8.8,ข้อดี ทำเลดี ใกล้ bts รอบมีร้านอาหารตามสั่ง ร้านข้าวราดแกงต่าง ทีวีมีให้เลือกดูหลายช่อง ห้องพักสะอาด ข้อเสีย บันไดแคบ ไม่มีลิฟต์ ห้องค่อนข้างเล็ก ห้องน้ำมีฝักบัวแบบติดผนัง น้ำกระจายมาก ปรับความแรงและทิศทางน้ำไม่ได้
279,10.0,อยู่ใกล้บีทีเอสสะพานควายมาค่ะ แค่เดินลงมาจากบันไดก็เจอเลย ที่พักแจ้งว่าเราไม่ใช่โรงแรมไม่ได้บริการเต็มที่ แต่ก็ช่วยยกกระเป๋าไม่มีลิฟต์มีแม่บ้านมาทำความสะอาด มีของครบ ห้องขนาดพอดี
280,10.0,staffบริการดี ห้องสะอาด มาพักหลายครั้งแล้ว นอนหลับสบายเสียงเงียบมาก ขนาดห้องพักพอดีสองคน ใกล้บีทีเอสสุด ใกล้เซเว่น น้ำดื่มต้องกรอกใส่ขวดขึ้นไป ในห้องไม่มีตู้เย็น
281,10.0,ใกล้บีทีเอสมาก ลงมาเลี้ยวเข้าซอย ถึงเลย มีของกินรอบ เดินนิดเดียวก็ถึงจตุจักรแล้ว พนักงานให้บริการดีมาก สะอาดเรียบร้อย รวมแล้วชอบมากค่ะ
282,10.0,ที่พักสะอาดค่ะ พักห้องเดี่ยวอาจจะแคบไปหน่อยแต่ไม่อึดอัด มีห้องน้ำในตัว อยู่ใกล้bts แบบเดินนิดเดียวถึง รถส่วนตัวก็มีที่จอดรถให้
283,9.2,ทำเลดี ติดรถไฟฟ้า bts เดินทางสะดวก มีที่จอดรถ ห้องสะอาด แต่ขนาดเล็ก มีไดร์เป่าผมให้ พนักงานดูแลดี ข้อเสีย ไม่มีลิฟท์
284,6.4,ที่พักสะดวกในการเดินทางลงจาก btsสะพานควาย exit เดินเค้าซอยนิดนึงก็ถึง พักห้อง economy double room ห้องเล็กแต่ก็ไม่ได้อึดอัดมาก ความสะอาดพอใช้ มีผ้าเช็ดตัวให้ น้ำดื่มไม่มีเป็นขวดให้แต่จะให้กดน้ำใส่เยือกตรงชั้นล่างขึ้นไปที่ห้องพักแทนนโยบายของที่นี่เพื่อลดขยะ ฝักบัวในห้องน้ำเป็นแบบติดผนังปรับไม่ได้ น้ำที่ออกมาจากฝักบัวมันกระจายไปคนละทิศละทางทำให้รู้สึกอาบน้ำไม่ค่อยสะอาด
285,9.2,พนักงานเป็นกันเองดีค่ะ…ระบบความปลอดภัยดีมากค่ะ…ใกล้บีทีเอสมาก มองเห็นตั้งแต่ทางออกสถานี…ห้องสะอาดมาก
286,8.8,ดี ใกล้ bts สะพานควาย เดิน นาทีถึง staff ใจดี ไม่ดี ผนังห้องบาง มีกระจกห้องน้ำที่เดียว ไม่มีลิฟต์
287,8.4,เดินทางสะดวกมากค่ะ ติดบีทีเอสสะพานควาย เดินใกล้นิดเดียว ห้องเล็กไปนิดแต่แอร์เย็น มีไดร์ให้ ไม่มีตู้เย็นแต่มีน้ำให้ค่ะ แต่ราคาแอบแพงไปนิด
288,10.0,ห้องพักค่อนข้างเล็ก โรงแรมอยู่ในซอย แต่ไม่ลึกมาก ของกินหาง่าย เดินทางสะดวก
289,10.0,ทำเลที่ตั้งดีมากอยู่ในย่านช้อปปิ้ง ที่พักสะอาด แอร์เย็นห้องน้ำสะอาด
290,9.2,ที่พักใกล้รถไฟฟ้าพนักงานบริการดีมาก ขนมด้านหน้าก็อร่อยค่ะ
291,8.0,ห้องเล็กกะทัดรัดดีครับ ความสะอาดดี ติสองเรื่องในห้องน้ำ ฝารองนั่งชำรุด ขยับได้เกือบหลุดออกจากชักโครก ฝักบัวน้ำกระจายมาก คิดว่าน่าจะตัน
292,7.2,ม่านปิดได้แค่ครึ่งเตียง ไม่มีที่นั่งเล่นที่เป็นห้องแอร์ เราพักhostel มาหลายที่ ไม่ค่อยชอบที่นี่เท่าไหร่ ดูแปลก จองหักส่วนลดผ่านอโกด้า คืน ฿ไม่มีอาหารเช้า เราว่าไม่คุ้มค่ากับเงินที่เสียไป
293,10.0,ห้องสะอาด ห้องน้ำแบ่งสัดส่วน ห้องอาบน้ำมีผนังกระจกกั้น กันพื้นส่วนอื่นไม่ให้เปียก เตียงนอนสบาย มีทีวี ไม่มีตู้เย็น แอร์เย็นสบาย ห้องมีขนาดเล็ก ราคาเท่านี้ถือว่าคุ้มค่ามาก อยู่ใก้สถานีรถbtsสะพานควาย เข้าซอยมาประมาณเมตร สะดวกมาก ห่างจากบขสหมอชิตกมนั่งtaxiจากปากซอยไปท่ารถตู้หมอชิตแค่บ
294,3.6,เตียงมีรอยเปื้อนแดง เหมือนรอยลิป ไม่มีแปรงสีฟันให้ ถังขยะมีแค่ อันในห้องน้ำ ผ้าขนหนูเหมือนเก่า ไม่มีตู้ให้ ไม่มีโต๊ะเครื่องแป้ง แต่ถ้าผู้หญิงมาคนเดียวไม่แนะนำ เพราะมีคนไร้บ้านนอนอยู่ข้างถนน วันที่เราไปประมาน คนได้
295,10.0,เดินทางสะดวกมากค่ะ
296,10.0,บริการดีมากครับ ห้องสะอาด
297,9.2,ทำเลดี ใกล้รถไฟฟ้า เจ้าของร้านบริการดี ห้องนอนสะอาด ไม่มีลิฟ และห้องขนาดเล็ก ไม่มีที่เป่าผม และอื่น มีแค่สบู่และยาสระผม มีน้ำให้ ขวด โดยรวมแล้วถือว่าเหมาะสมราคา
298,8.0,เมาแล้วหาที่นอน แนะนำครับ
299,10.0,ห้องพักสะอาด มีไดร์เป่าผมให้ ที่พักก็อยู่ใกล้btsสะพานควาย เซเว่นก็อยู่แค่หน้าปากซอย
300,10.0,อยู่
301,6.8,เครื่องทำน้ำอุ่น ไม่ร้อนเลย ทีวี จอเล็ก ค่ะ กระจกในห้องน้อย
302,4.8,แอร์มีกลิ่นเหม็นเวลาเปิดไปสักพัก
303,8.4,ทำเลดีครับ คิด bts สะพานควาย เดินไม่ถึง นาที ที่โรงแรมไม่มีลิฟท์นะครับ ตอนไปพักขั้น ก็ไม่มีปัญกา ห้องเหมาะกับมานอนแล้วเข้าออกไปข้างนอก ไม่เหมาะทำงานหรืออยู่ในห้อง เพราะห้องค่อนข้างเล็ก แต่ก็สะอาดครับ เป็นโทนสีขาว
304,7.6,อยู่ติดบีทีเอสสะพานควายเลยค่ะ เดินออกทางประตูหมายเลข แล้วเข้าซอยก็เจอรร เลยค่ะ แต่ห้องเล็กไปหน่อย ค่อนข้างอึดอัดค่ะ
305,8.0,ไม่มีทิชชู่ในห้อง
306,8.8,ใกล้ bts เดินทางง่าย สะดวก
307,5.2,ประตูเปิดปิดเสียงดังมาก
308,8.4,ขนาดห้องกำลังดี บรรยากาศโอเค สะอาด
309,8.8,ใกล้ bts แต่ไม่มีลิฟ
310,7.2,ห้องพักดีแต่แคบไปหน่อย
311,8.8,ใกล้ bts เดิน นาทีถึง
312,6.4,เดินทางสะดวก มีทางลงจากบีทีเอส
313,5.6,เสียงดัง
314,7.6,ที่พักสะอาด มีเครื่องซักผ้าล่างโฮสเทล กับให้กรอกน้ำขึ้นมากินเองได้
315,8.0,ใกล้ bts เดินทางง่าย
316,6.8,ไม่มีลิฟท์พักชั้นสูงอาจจะไม่ค่อยสะดวก
317,10.0,สะอาด อาหารเช้าดี บริการดี ราคาเหมาะสม อยู่ไม่ใกล้ไม่ไกล bts ราชเทวี เดินเท้าได้
318,10.0,ที่พักทำเลดีมาก
319,8.8,ใกล้ bts เดินทางสะดวก มีร้านนวดร้านอาหารอีสานใกล้ โรงแรม มีที่จอดรถ แต่เพดานในห้องค่อนข้างต่ำ
320,10.0,
321,10.0,เข้าพักช่วงโควิด ลดราคาถูก กลางเมือง
322,8.8,ห้องเก่าไปหน่อย อาหารเช้าไม่ค่อยหลากหลาย
323,9.6,ห้องสะอาด ไม่มีกลิ่นอับ น้ำแรง แอร์เย็น ไวไฟใช้ได้ เตียงแข็งไปหน่อย ไม่ค่อยได้ยินเสียงห้องอื่น แต่เสียงรถจากถนนดังมากทำให้นอนหลับยาก อาหารเช้าไม่ค่อยมีให้เลือก พัก คืน ทานเหมือนเดิมทุกวัน ราคาห้องพักไม่แพง ใกล้บีทีเอสราชเทวี
324,10.0,สะอาด ปลอดภัย อาหารอร่อยด้วยค่ะ
